fotograma,tipo_objeto,confianza_objeto,identificador_tracking,x1,y1,x2,y2,matrícula_en_su_caso,confianza_matricula,mx1,my1,mx2,my2,texto_matricula
219,car,0.595,84,1345,322,1383,352,0,0.0,-1,-1,-1,-1,
219,car,0.346,92,1248,306,1341,349,0,0.0,-1,-1,-1,-1,
220,car,0.573,43,1428,323,1510,381,0,0.0,-1,-1,-1,-1,
220,person,0.592,46,475,272,530,422,0,0.0,-1,-1,-1,-1,
220,bench,0.227,61,0,319,64,385,0,0.0,-1,-1,-1,-1,
220,car,0.503,65,1383,324,1434,360,0,0.0,-1,-1,-1,-1,
220,car,0.302,1,1244,273,1336,348,0,0.0,-1,-1,-1,-1,
220,car,0.323,72,1386,324,1446,369,0,0.0,-1,-1,-1,-1,
220,car,0.615,83,1366,322,1397,357,0,0.0,-1,-1,-1,-1,
220,car,0.585,84,1344,322,1383,352,0,0.0,-1,-1,-1,-1,
220,car,0.356,92,1248,303,1336,349,0,0.0,-1,-1,-1,-1,
221,car,0.584,43,1429,323,1510,381,0,0.0,-1,-1,-1,-1,
221,person,0.611,46,478,274,535,423,0,0.0,-1,-1,-1,-1,
221,bench,0.233,61,0,319,64,385,0,0.0,-1,-1,-1,-1,
221,car,0.507,65,1382,324,1433,360,0,0.0,-1,-1,-1,-1,
221,car,0.404,1,1243,272,1337,349,0,0.0,-1,-1,-1,-1,
221,car,0.317,72,1386,323,1446,369,0,0.0,-1,-1,-1,-1,
221,car,0.621,83,1365,322,1397,357,0,0.0,-1,-1,-1,-1,
221,car,0.615,84,1344,321,1383,352,0,0.0,-1,-1,-1,-1,
221,car,0.329,92,1247,306,1341,349,0,0.0,-1,-1,-1,-1,
221,car,0.333,101,1304,317,1345,347,0,0.0,-1,-1,-1,-1,
222,car,0.589,43,1429,323,1509,381,0,0.0,-1,-1,-1,-1,
222,person,0.714,46,477,275,540,423,0,0.0,-1,-1,-1,-1,
222,bench,0.209,61,0,319,64,384,0,0.0,-1,-1,-1,-1,
222,car,0.511,65,1383,324,1434,360,0,0.0,-1,-1,-1,-1,
222,car,0.44,1,1242,271,1335,350,0,0.0,-1,-1,-1,-1,
222,car,0.321,72,1386,324,1446,369,0,0.0,-1,-1,-1,-1,
222,car,0.62,83,1365,322,1398,357,0,0.0,-1,-1,-1,-1,
222,car,0.613,84,1344,321,1383,352,0,0.0,-1,-1,-1,-1,
222,car,0.311,92,1246,303,1343,349,0,0.0,-1,-1,-1,-1,
222,car,0.326,101,1304,317,1346,348,0,0.0,-1,-1,-1,-1,
223,car,0.605,43,1429,323,1509,381,0,0.0,-1,-1,-1,-1,
223,person,0.681,46,478,274,542,423,0,0.0,-1,-1,-1,-1,
223,bench,0.211,61,0,320,64,385,0,0.0,-1,-1,-1,-1,
223,car,0.516,65,1382,324,1433,360,0,0.0,-1,-1,-1,-1,
223,bus,0.352,1,1243,267,1328,349,0,0.0,-1,-1,-1,-1,
223,car,0.317,72,1386,324,1445,369,0,0.0,-1,-1,-1,-1,
223,car,0.622,83,1367,322,1398,357,0,0.0,-1,-1,-1,-1,
223,car,0.595,84,1343,321,1381,352,0,0.0,-1,-1,-1,-1,
223,car,0.206,92,1258,310,1343,349,0,0.0,-1,-1,-1,-1,
223,car,0.327,101,1304,316,1345,348,0,0.0,-1,-1,-1,-1,
224,car,0.61,43,1429,323,1509,381,0,0.0,-1,-1,-1,-1,
224,person,0.67,46,481,269,542,422,0,0.0,-1,-1,-1,-1,
224,bench,0.208,61,0,320,64,385,0,0.0,-1,-1,-1,-1,
224,car,0.514,65,1382,324,1434,360,0,0.0,-1,-1,-1,-1,
224,car,0.344,1,1244,269,1321,349,0,0.0,-1,-1,-1,-1,
224,car,0.316,72,1386,324,1445,369,0,0.0,-1,-1,-1,-1,
224,car,0.613,83,1367,322,1398,357,0,0.0,-1,-1,-1,-1,
224,car,0.589,84,1344,321,1381,352,0,0.0,-1,-1,-1,-1,
224,car,0.231,92,1277,313,1343,349,0,0.0,-1,-1,-1,-1,
224,car,0.355,101,1303,316,1344,348,0,0.0,-1,-1,-1,-1,
225,car,0.614,43,1429,323,1509,381,0,0.0,-1,-1,-1,-1,
225,person,0.63,46,482,267,544,421,0,0.0,-1,-1,-1,-1,
225,bench,0.201,61,0,320,64,384,0,0.0,-1,-1,-1,-1,
225,car,0.513,65,1382,324,1434,360,0,0.0,-1,-1,-1,-1,
225,car,0.409,1,1242,268,1319,349,0,0.0,-1,-1,-1,-1,
225,car,0.313,72,1386,324,1445,369,0,0.0,-1,-1,-1,-1,
225,car,0.603,83,1368,322,1398,357,0,0.0,-1,-1,-1,-1,
225,car,0.596,84,1343,321,1380,352,0,0.0,-1,-1,-1,-1,
225,car,0.272,92,1275,314,1344,349,0,0.0,-1,-1,-1,-1,
225,car,0.361,101,1302,316,1344,349,0,0.0,-1,-1,-1,-1,
226,car,0.617,43,1429,323,1509,380,0,0.0,-1,-1,-1,-1,
226,person,0.66,46,487,268,545,423,0,0.0,-1,-1,-1,-1,
226,bench,0.21,61,0,320,64,384,0,0.0,-1,-1,-1,-1,
226,car,0.515,65,1382,324,1434,360,0,0.0,-1,-1,-1,-1,
226,car,0.428,1,1242,269,1316,349,0,0.0,-1,-1,-1,-1,
226,car,0.319,72,1386,324,1445,369,0,0.0,-1,-1,-1,-1,
226,car,0.606,83,1367,322,1398,357,0,0.0,-1,-1,-1,-1,
226,car,0.59,84,1343,321,1380,352,0,0.0,-1,-1,-1,-1,
226,car,0.245,92,1284,314,1344,349,0,0.0,-1,-1,-1,-1,
226,car,0.377,101,1302,316,1344,348,0,0.0,-1,-1,-1,-1,
227,car,0.617,43,1429,323,1510,381,0,0.0,-1,-1,-1,-1,
227,person,0.655,46,494,269,545,421,0,0.0,-1,-1,-1,-1,
227,bench,0.179,61,0,320,64,384,0,0.0,-1,-1,-1,-1,
227,car,0.518,65,1382,324,1434,360,0,0.0,-1,-1,-1,-1,
227,car,0.391,1,1242,268,1315,348,0,0.0,-1,-1,-1,-1,
227,car,0.323,72,1386,324,1445,369,0,0.0,-1,-1,-1,-1,
227,car,0.593,83,1368,322,1398,357,0,0.0,-1,-1,-1,-1,
227,car,0.588,84,1343,322,1380,352,0,0.0,-1,-1,-1,-1,
227,car,0.363,101,1303,316,1344,348,0,0.0,-1,-1,-1,-1,
228,car,0.609,43,1429,323,1509,381,0,0.0,-1,-1,-1,-1,
228,person,0.636,46,498,269,547,421,0,0.0,-1,-1,-1,-1,
228,bench,0.203,61,0,320,64,384,0,0.0,-1,-1,-1,-1,
228,car,0.514,65,1382,324,1434,361,0,0.0,-1,-1,-1,-1,
228,car,0.357,1,1242,268,1314,348,0,0.0,-1,-1,-1,-1,
228,car,0.323,72,1386,324,1445,369,0,0.0,-1,-1,-1,-1,
228,car,0.59,83,1368,322,1398,357,0,0.0,-1,-1,-1,-1,
228,car,0.589,84,1343,322,1379,352,0,0.0,-1,-1,-1,-1,
228,car,0.381,101,1302,317,1345,348,0,0.0,-1,-1,-1,-1,
229,car,0.602,43,1429,323,1509,380,0,0.0,-1,-1,-1,-1,
229,person,0.711,46,501,270,549,421,0,0.0,-1,-1,-1,-1,
229,bench,0.222,61,0,320,64,384,0,0.0,-1,-1,-1,-1,
229,car,0.502,65,1382,324,1435,361,0,0.0,-1,-1,-1,-1,
229,car,0.251,1,1243,268,1314,347,0,0.0,-1,-1,-1,-1,
229,car,0.331,72,1386,324,1445,369,0,0.0,-1,-1,-1,-1,
229,car,0.588,83,1366,322,1398,357,0,0.0,-1,-1,-1,-1,
229,car,0.58,84,1344,322,1381,352,0,0.0,-1,-1,-1,-1,
229,car,0.467,101,1302,318,1345,348,0,0.0,-1,-1,-1,-1,
230,car,0.596,43,1429,323,1508,379,0,0.0,-1,-1,-1,-1,
230,person,0.721,46,503,270,550,420,0,0.0,-1,-1,-1,-1,
230,bench,0.231,61,0,320,65,384,0,0.0,-1,-1,-1,-1,
230,car,0.505,65,1383,324,1435,361,0,0.0,-1,-1,-1,-1,
230,car,0.254,1,1243,269,1313,347,0,0.0,-1,-1,-1,-1,
230,car,0.33,72,1386,324,1445,369,0,0.0,-1,-1,-1,-1,
230,car,0.584,83,1366,322,1398,357,0,0.0,-1,-1,-1,-1,
230,car,0.571,84,1344,322,1382,352,0,0.0,-1,-1,-1,-1,
230,car,0.514,101,1301,318,1345,348,0,0.0,-1,-1,-1,-1,
231,car,0.569,43,1429,323,1507,379,0,0.0,-1,-1,-1,-1,
231,person,0.605,46,505,272,553,420,0,0.0,-1,-1,-1,-1,
231,bench,0.283,61,0,320,65,385,0,0.0,-1,-1,-1,-1,
231,car,0.489,65,1383,324,1437,361,0,0.0,-1,-1,-1,-1,
231,bus,0.151,1,1244,269,1312,347,0,0.0,-1,-1,-1,-1,
231,car,0.351,72,1386,324,1445,369,0,0.0,-1,-1,-1,-1,
231,car,0.597,83,1365,322,1398,357,0,0.0,-1,-1,-1,-1,
231,car,0.562,84,1344,322,1383,352,0,0.0,-1,-1,-1,-1,
231,car,0.544,101,1301,319,1345,349,0,0.0,-1,-1,-1,-1,
232,car,0.579,43,1429,323,1507,378,0,0.0,-1,-1,-1,-1,
232,person,0.546,46,506,275,555,421,0,0.0,-1,-1,-1,-1,
232,bench,0.273,61,0,320,65,385,0,0.0,-1,-1,-1,-1,
232,car,0.498,65,1383,324,1437,361,0,0.0,-1,-1,-1,-1,
232,bus,0.17,1,1244,269,1311,348,0,0.0,-1,-1,-1,-1,
232,car,0.35,72,1386,324,1445,369,0,0.0,-1,-1,-1,-1,
232,car,0.599,83,1364,323,1397,357,0,0.0,-1,-1,-1,-1,
232,car,0.555,84,1344,322,1384,353,0,0.0,-1,-1,-1,-1,
232,car,0.555,101,1300,319,1346,350,0,0.0,-1,-1,-1,-1,
233,car,0.581,43,1429,323,1507,379,0,0.0,-1,-1,-1,-1,
233,person,0.692,46,507,273,558,420,0,0.0,-1,-1,-1,-1,
233,bench,0.278,61,0,320,65,385,0,0.0,-1,-1,-1,-1,
233,car,0.497,65,1384,325,1437,361,0,0.0,-1,-1,-1,-1,
233,car,0.164,1,1244,270,1311,348,0,0.0,-1,-1,-1,-1,
233,car,0.351,72,1386,324,1445,369,0,0.0,-1,-1,-1,-1,
233,car,0.594,83,1364,323,1398,357,0,0.0,-1,-1,-1,-1,
233,car,0.541,84,1345,322,1384,353,0,0.0,-1,-1,-1,-1,
233,car,0.566,101,1300,319,1346,350,0,0.0,-1,-1,-1,-1,
234,car,0.599,43,1429,323,1507,379,0,0.0,-1,-1,-1,-1,
234,person,0.691,46,507,279,559,419,0,0.0,-1,-1,-1,-1,
234,bench,0.278,61,0,320,65,385,0,0.0,-1,-1,-1,-1,
234,car,0.502,65,1384,325,1437,361,0,0.0,-1,-1,-1,-1,
234,car,0.16,1,1244,271,1310,347,0,0.0,-1,-1,-1,-1,
234,car,0.347,72,1386,324,1445,369,0,0.0,-1,-1,-1,-1,
234,car,0.598,83,1364,323,1398,357,0,0.0,-1,-1,-1,-1,
234,car,0.546,84,1344,322,1384,353,0,0.0,-1,-1,-1,-1,
234,car,0.583,101,1299,320,1346,350,0,0.0,-1,-1,-1,-1,
235,car,0.624,43,1429,323,1508,380,0,0.0,-1,-1,-1,-1,
235,person,0.711,46,507,278,562,419,0,0.0,-1,-1,-1,-1,
235,bench,0.232,61,0,320,65,385,0,0.0,-1,-1,-1,-1,
235,car,0.506,65,1383,324,1437,361,0,0.0,-1,-1,-1,-1,
235,car,0.171,1,1242,271,1310,348,0,0.0,-1,-1,-1,-1,
235,car,0.341,72,1386,324,1445,369,0,0.0,-1,-1,-1,-1,
235,car,0.599,83,1364,323,1398,357,0,0.0,-1,-1,-1,-1,
235,car,0.546,84,1344,321,1384,353,0,0.0,-1,-1,-1,-1,
235,car,0.592,101,1299,319,1346,350,0,0.0,-1,-1,-1,-1,
236,car,0.618,43,1429,323,1507,380,0,0.0,-1,-1,-1,-1,
236,person,0.734,46,510,275,564,420,0,0.0,-1,-1,-1,-1,
236,bench,0.264,61,0,320,65,385,0,0.0,-1,-1,-1,-1,
236,car,0.508,65,1383,324,1436,361,0,0.0,-1,-1,-1,-1,
236,truck,0.155,1,1241,271,1311,349,0,0.0,-1,-1,-1,-1,
236,car,0.34,72,1386,324,1445,369,0,0.0,-1,-1,-1,-1,
236,car,0.61,83,1364,322,1398,357,0,0.0,-1,-1,-1,-1,
236,car,0.546,84,1344,321,1383,353,0,0.0,-1,-1,-1,-1,
236,car,0.549,101,1300,319,1346,351,0,0.0,-1,-1,-1,-1,
237,car,0.638,43,1429,323,1508,380,0,0.0,-1,-1,-1,-1,
237,person,0.751,46,511,273,565,420,0,0.0,-1,-1,-1,-1,
237,bench,0.25,61,0,320,65,385,0,0.0,-1,-1,-1,-1,
237,car,0.503,65,1383,324,1436,361,0,0.0,-1,-1,-1,-1,
237,car,0.227,1,1242,270,1310,350,0,0.0,-1,-1,-1,-1,
237,car,0.342,72,1386,324,1445,368,0,0.0,-1,-1,-1,-1,
237,car,0.604,83,1364,322,1398,357,0,0.0,-1,-1,-1,-1,
237,car,0.546,84,1344,321,1383,353,0,0.0,-1,-1,-1,-1,
237,car,0.553,101,1300,319,1346,351,0,0.0,-1,-1,-1,-1,
238,car,0.646,43,1429,323,1507,379,0,0.0,-1,-1,-1,-1,
238,person,0.682,46,513,273,568,420,0,0.0,-1,-1,-1,-1,
238,bench,0.259,61,0,320,65,385,0,0.0,-1,-1,-1,-1,
238,car,0.495,65,1383,324,1437,361,0,0.0,-1,-1,-1,-1,
238,car,0.185,1,1242,270,1310,349,0,0.0,-1,-1,-1,-1,
238,car,0.335,72,1386,323,1445,369,0,0.0,-1,-1,-1,-1,
238,car,0.594,83,1364,322,1398,357,0,0.0,-1,-1,-1,-1,
238,car,0.529,84,1345,321,1383,353,0,0.0,-1,-1,-1,-1,
238,car,0.574,101,1300,319,1346,351,0,0.0,-1,-1,-1,-1,
239,car,0.655,43,1429,322,1508,380,0,0.0,-1,-1,-1,-1,
239,person,0.667,46,517,272,571,420,0,0.0,-1,-1,-1,-1,
239,bench,0.268,61,0,320,65,385,0,0.0,-1,-1,-1,-1,
239,car,0.497,65,1383,324,1436,361,0,0.0,-1,-1,-1,-1,
239,car,0.198,1,1242,284,1309,347,0,0.0,-1,-1,-1,-1,
239,car,0.33,72,1386,323,1444,368,0,0.0,-1,-1,-1,-1,
239,car,0.593,83,1364,322,1398,357,0,0.0,-1,-1,-1,-1,
239,car,0.536,84,1344,321,1384,353,0,0.0,-1,-1,-1,-1,
239,car,0.613,101,1299,319,1345,351,0,0.0,-1,-1,-1,-1,
240,car,0.668,43,1429,322,1508,380,0,0.0,-1,-1,-1,-1,
240,person,0.687,46,520,271,573,417,0,0.0,-1,-1,-1,-1,
240,bench,0.273,61,0,320,65,385,0,0.0,-1,-1,-1,-1,
240,car,0.499,65,1383,324,1436,361,0,0.0,-1,-1,-1,-1,
240,car,0.17,1,1242,286,1308,347,0,0.0,-1,-1,-1,-1,
240,car,0.334,72,1386,323,1444,368,0,0.0,-1,-1,-1,-1,
240,car,0.598,83,1364,322,1398,357,0,0.0,-1,-1,-1,-1,
240,car,0.544,84,1344,321,1384,353,0,0.0,-1,-1,-1,-1,
240,car,0.622,101,1299,319,1345,351,0,0.0,-1,-1,-1,-1,
241,car,0.689,43,1429,322,1507,381,0,0.0,-1,-1,-1,-1,
241,person,0.746,46,524,270,576,417,0,0.0,-1,-1,-1,-1,
241,bench,0.187,61,0,320,64,384,0,0.0,-1,-1,-1,-1,
241,car,0.53,65,1384,324,1436,361,0,0.0,-1,-1,-1,-1,
241,car,0.143,1,1242,284,1307,346,0,0.0,-1,-1,-1,-1,
241,car,0.337,72,1386,324,1444,368,0,0.0,-1,-1,-1,-1,
241,car,0.624,83,1365,322,1399,357,0,0.0,-1,-1,-1,-1,
241,car,0.566,84,1344,321,1383,353,0,0.0,-1,-1,-1,-1,
241,car,0.64,101,1298,320,1346,351,0,0.0,-1,-1,-1,-1,
242,car,0.691,43,1429,322,1507,381,0,0.0,-1,-1,-1,-1,
242,person,0.768,46,526,267,579,415,0,0.0,-1,-1,-1,-1,
242,bench,0.182,61,0,320,64,384,0,0.0,-1,-1,-1,-1,
242,car,0.541,65,1384,324,1435,360,0,0.0,-1,-1,-1,-1,
242,car,0.185,1,1242,277,1307,346,0,0.0,-1,-1,-1,-1,
242,car,0.334,72,1387,324,1444,368,0,0.0,-1,-1,-1,-1,
242,car,0.626,83,1365,322,1399,357,0,0.0,-1,-1,-1,-1,
242,car,0.574,84,1344,321,1382,353,0,0.0,-1,-1,-1,-1,
242,car,0.649,101,1298,320,1346,350,0,0.0,-1,-1,-1,-1,
243,car,0.69,43,1430,322,1508,382,0,0.0,-1,-1,-1,-1,
243,person,0.773,46,530,269,582,415,0,0.0,-1,-1,-1,-1,
243,bench,0.177,61,0,320,64,383,0,0.0,-1,-1,-1,-1,
243,car,0.545,65,1384,324,1435,360,0,0.0,-1,-1,-1,-1,
243,car,0.261,1,1242,276,1307,347,0,0.0,-1,-1,-1,-1,
243,car,0.336,72,1387,324,1444,368,0,0.0,-1,-1,-1,-1,
243,car,0.633,83,1366,322,1399,357,0,0.0,-1,-1,-1,-1,
243,car,0.57,84,1344,321,1381,353,0,0.0,-1,-1,-1,-1,
243,car,0.645,101,1298,319,1346,350,0,0.0,-1,-1,-1,-1,
244,car,0.675,43,1430,322,1507,381,0,0.0,-1,-1,-1,-1,
244,person,0.777,46,532,267,583,415,0,0.0,-1,-1,-1,-1,
244,bench,0.179,61,0,320,64,383,0,0.0,-1,-1,-1,-1,
244,car,0.548,65,1385,324,1435,360,0,0.0,-1,-1,-1,-1,
244,car,0.298,1,1242,273,1307,347,0,0.0,-1,-1,-1,-1,
244,car,0.343,72,1387,324,1444,368,0,0.0,-1,-1,-1,-1,
244,car,0.632,83,1366,322,1399,357,0,0.0,-1,-1,-1,-1,
244,car,0.566,84,1344,321,1381,353,0,0.0,-1,-1,-1,-1,
244,car,0.648,101,1298,319,1346,350,0,0.0,-1,-1,-1,-1,
245,car,0.67,43,1430,322,1507,380,0,0.0,-1,-1,-1,-1,
245,person,0.781,46,533,268,585,415,0,0.0,-1,-1,-1,-1,
245,bench,0.176,61,0,320,64,383,0,0.0,-1,-1,-1,-1,
245,car,0.543,65,1384,324,1435,360,0,0.0,-1,-1,-1,-1,
245,car,0.28,1,1241,272,1306,347,0,0.0,-1,-1,-1,-1,
245,car,0.339,72,1387,323,1444,368,0,0.0,-1,-1,-1,-1,
245,car,0.622,83,1366,322,1399,357,0,0.0,-1,-1,-1,-1,
245,car,0.563,84,1344,321,1381,353,0,0.0,-1,-1,-1,-1,
245,car,0.648,101,1298,320,1345,350,0,0.0,-1,-1,-1,-1,
246,car,0.672,43,1431,322,1505,379,0,0.0,-1,-1,-1,-1,
246,person,0.767,46,533,271,589,414,0,0.0,-1,-1,-1,-1,
246,bench,0.18,61,0,320,64,383,0,0.0,-1,-1,-1,-1,
246,car,0.526,65,1384,324,1435,361,0,0.0,-1,-1,-1,-1,
246,car,0.278,1,1240,272,1307,347,0,0.0,-1,-1,-1,-1,
246,car,0.334,72,1387,323,1444,369,0,0.0,-1,-1,-1,-1,
246,car,0.617,83,1366,322,1399,357,0,0.0,-1,-1,-1,-1,
246,car,0.552,84,1343,321,1381,353,0,0.0,-1,-1,-1,-1,
246,car,0.627,101,1298,320,1346,350,0,0.0,-1,-1,-1,-1,
247,car,0.659,43,1431,322,1504,378,0,0.0,-1,-1,-1,-1,
247,person,0.711,46,534,274,592,413,0,0.0,-1,-1,-1,-1,
247,bench,0.176,61,0,320,64,383,0,0.0,-1,-1,-1,-1,
247,car,0.53,65,1385,324,1436,361,0,0.0,-1,-1,-1,-1,
247,car,0.283,1,1240,272,1308,347,0,0.0,-1,-1,-1,-1,
247,car,0.339,72,1387,323,1444,369,0,0.0,-1,-1,-1,-1,
247,car,0.623,83,1366,322,1399,357,0,0.0,-1,-1,-1,-1,
247,car,0.568,84,1344,321,1381,352,0,0.0,-1,-1,-1,-1,
247,car,0.615,101,1298,319,1346,350,0,0.0,-1,-1,-1,-1,
248,car,0.631,43,1431,322,1504,379,0,0.0,-1,-1,-1,-1,
248,person,0.695,46,536,273,592,413,0,0.0,-1,-1,-1,-1,
248,bench,0.174,61,0,320,64,383,0,0.0,-1,-1,-1,-1,
248,car,0.527,65,1385,324,1435,361,0,0.0,-1,-1,-1,-1,
248,car,0.241,1,1240,271,1309,347,0,0.0,-1,-1,-1,-1,
248,car,0.343,72,1387,324,1444,369,0,0.0,-1,-1,-1,-1,
248,car,0.615,83,1366,322,1399,357,0,0.0,-1,-1,-1,-1,
248,car,0.555,84,1344,321,1381,353,0,0.0,-1,-1,-1,-1,
248,car,0.608,101,1299,319,1346,350,0,0.0,-1,-1,-1,-1,
249,car,0.614,43,1431,322,1503,379,0,0.0,-1,-1,-1,-1,
249,person,0.737,46,538,275,594,413,0,0.0,-1,-1,-1,-1,
249,bench,0.172,61,0,320,64,383,0,0.0,-1,-1,-1,-1,
249,car,0.533,65,1385,324,1436,361,0,0.0,-1,-1,-1,-1,
249,car,0.241,1,1240,273,1308,347,0,0.0,-1,-1,-1,-1,
249,car,0.346,72,1387,324,1444,370,0,0.0,-1,-1,-1,-1,
249,car,0.622,83,1366,322,1399,357,0,0.0,-1,-1,-1,-1,
249,car,0.541,84,1344,321,1381,353,0,0.0,-1,-1,-1,-1,
249,car,0.619,101,1299,319,1345,350,0,0.0,-1,-1,-1,-1,
250,car,0.626,43,1431,322,1504,379,0,0.0,-1,-1,-1,-1,
250,person,0.737,46,542,275,595,412,0,0.0,-1,-1,-1,-1,
250,bench,0.18,61,0,320,64,383,0,0.0,-1,-1,-1,-1,
250,car,0.535,65,1385,324,1435,361,0,0.0,-1,-1,-1,-1,
250,car,0.258,1,1241,274,1307,347,0,0.0,-1,-1,-1,-1,
250,car,0.349,72,1387,324,1444,370,0,0.0,-1,-1,-1,-1,
250,car,0.624,83,1365,322,1399,357,0,0.0,-1,-1,-1,-1,
250,car,0.552,84,1344,321,1381,353,0,0.0,-1,-1,-1,-1,
250,car,0.619,101,1299,319,1345,350,0,0.0,-1,-1,-1,-1,
251,car,0.63,43,1431,322,1504,378,0,0.0,-1,-1,-1,-1,
251,person,0.735,46,544,275,596,410,0,0.0,-1,-1,-1,-1,
251,bench,0.183,61,0,320,64,384,0,0.0,-1,-1,-1,-1,
251,car,0.529,65,1385,324,1435,361,0,0.0,-1,-1,-1,-1,
251,truck,0.14,1,1241,275,1307,347,0,0.0,-1,-1,-1,-1,
251,car,0.343,72,1387,323,1444,370,0,0.0,-1,-1,-1,-1,
251,car,0.615,83,1365,322,1398,357,0,0.0,-1,-1,-1,-1,
251,car,0.547,84,1344,321,1381,353,0,0.0,-1,-1,-1,-1,
251,car,0.611,101,1298,319,1345,350,0,0.0,-1,-1,-1,-1,
252,car,0.637,43,1432,322,1505,379,0,0.0,-1,-1,-1,-1,
252,person,0.741,46,548,274,597,409,0,0.0,-1,-1,-1,-1,
252,bench,0.189,61,0,320,64,384,0,0.0,-1,-1,-1,-1,
252,car,0.538,65,1385,324,1436,361,0,0.0,-1,-1,-1,-1,
252,truck,0.161,1,1241,276,1307,347,0,0.0,-1,-1,-1,-1,
252,car,0.36,72,1387,323,1444,370,0,0.0,-1,-1,-1,-1,
252,car,0.624,83,1366,322,1399,357,0,0.0,-1,-1,-1,-1,
252,car,0.553,84,1344,321,1380,352,0,0.0,-1,-1,-1,-1,
252,car,0.615,101,1299,319,1345,349,0,0.0,-1,-1,-1,-1,
253,car,0.664,43,1432,322,1505,378,0,0.0,-1,-1,-1,-1,
253,person,0.739,46,551,274,600,412,0,0.0,-1,-1,-1,-1,
253,bench,0.203,61,0,320,65,384,0,0.0,-1,-1,-1,-1,
253,car,0.535,65,1385,324,1436,361,0,0.0,-1,-1,-1,-1,
253,car,0.239,1,1242,277,1306,347,0,0.0,-1,-1,-1,-1,
253,car,0.351,72,1387,323,1444,370,0,0.0,-1,-1,-1,-1,
253,car,0.611,83,1366,322,1399,357,0,0.0,-1,-1,-1,-1,
253,car,0.555,84,1344,321,1381,352,0,0.0,-1,-1,-1,-1,
253,car,0.584,101,1300,319,1346,349,0,0.0,-1,-1,-1,-1,
253,car,0.318,124,1504,313,1566,383,0,0.0,-1,-1,-1,-1,
254,car,0.699,43,1431,322,1506,379,0,0.0,-1,-1,-1,-1,
254,person,0.742,46,553,271,602,414,0,0.0,-1,-1,-1,-1,
254,bench,0.216,61,0,319,66,385,0,0.0,-1,-1,-1,-1,
254,car,0.538,65,1384,324,1435,361,0,0.0,-1,-1,-1,-1,
254,car,0.224,1,1242,277,1305,347,0,0.0,-1,-1,-1,-1,
254,car,0.35,72,1387,323,1444,370,0,0.0,-1,-1,-1,-1,
254,car,0.615,83,1366,322,1399,357,0,0.0,-1,-1,-1,-1,
254,car,0.553,84,1344,321,1381,352,0,0.0,-1,-1,-1,-1,
254,car,0.568,101,1300,319,1346,349,0,0.0,-1,-1,-1,-1,
254,car,0.321,124,1504,313,1566,383,0,0.0,-1,-1,-1,-1,
255,car,0.705,43,1431,322,1508,380,0,0.0,-1,-1,-1,-1,
255,person,0.787,46,556,272,605,411,0,0.0,-1,-1,-1,-1,
255,bench,0.221,61,0,319,66,385,0,0.0,-1,-1,-1,-1,
255,car,0.535,65,1384,324,1435,361,0,0.0,-1,-1,-1,-1,
255,car,0.236,1,1242,277,1304,347,0,0.0,-1,-1,-1,-1,
255,car,0.349,72,1387,323,1444,369,0,0.0,-1,-1,-1,-1,
255,car,0.619,83,1365,322,1399,357,0,0.0,-1,-1,-1,-1,
255,car,0.563,84,1344,321,1382,352,0,0.0,-1,-1,-1,-1,
255,car,0.558,101,1301,319,1346,349,0,0.0,-1,-1,-1,-1,
255,car,0.33,124,1505,313,1566,383,0,0.0,-1,-1,-1,-1,
256,car,0.72,43,1431,322,1509,380,0,0.0,-1,-1,-1,-1,
256,person,0.679,46,557,274,606,412,0,0.0,-1,-1,-1,-1,
256,bench,0.213,61,0,319,67,385,0,0.0,-1,-1,-1,-1,
256,car,0.535,65,1384,324,1435,360,0,0.0,-1,-1,-1,-1,
256,car,0.254,1,1241,277,1304,347,0,0.0,-1,-1,-1,-1,
256,car,0.342,72,1386,323,1444,369,0,0.0,-1,-1,-1,-1,
256,car,0.619,83,1365,322,1399,356,0,0.0,-1,-1,-1,-1,
256,car,0.562,84,1344,321,1382,352,0,0.0,-1,-1,-1,-1,
256,car,0.549,101,1301,319,1346,349,0,0.0,-1,-1,-1,-1,
256,car,0.314,124,1506,313,1566,383,0,0.0,-1,-1,-1,-1,
257,car,0.731,43,1431,322,1510,380,0,0.0,-1,-1,-1,-1,
257,person,0.508,46,560,275,606,411,0,0.0,-1,-1,-1,-1,
257,bench,0.219,61,0,319,66,385,0,0.0,-1,-1,-1,-1,
257,car,0.531,65,1384,324,1435,360,0,0.0,-1,-1,-1,-1,
257,car,0.237,1,1241,277,1303,347,0,0.0,-1,-1,-1,-1,
257,car,0.341,72,1386,323,1444,369,0,0.0,-1,-1,-1,-1,
257,car,0.613,83,1365,322,1399,356,0,0.0,-1,-1,-1,-1,
257,car,0.57,84,1344,321,1382,352,0,0.0,-1,-1,-1,-1,
257,car,0.546,101,1301,319,1346,349,0,0.0,-1,-1,-1,-1,
257,car,0.301,124,1506,313,1566,383,0,0.0,-1,-1,-1,-1,
258,car,0.736,43,1431,322,1510,380,0,0.0,-1,-1,-1,-1,
258,fire hydrant,0.396,46,563,279,605,409,0,0.0,-1,-1,-1,-1,
258,bench,0.217,61,0,318,66,385,0,0.0,-1,-1,-1,-1,
258,car,0.527,65,1384,324,1435,360,0,0.0,-1,-1,-1,-1,
